objectID,title,artist,department,objectDate,medium,image_path
767807,Valentine,Kate Greenaway,Drawings and Prints,1877,"White card with scalloped edge, chromolithography, assorted Victorian scraps, album page",data\raw\images\767807.jpg
228259,Sampler,,European Sculpture and Decorative Arts,1829,Silk on linen canvas,data\raw\images\228259.jpg
14102,Embroidered sampler,Harriott Cates,European Sculpture and Decorative Arts,1823,Embroidered silk on wool,data\raw\images\14102.jpg
734041,Valentine,Anonymous,Drawings and Prints,1850–60,"Cameo-embossed flowers, open-work, gilded yellow-colored lace paper and white lace paper, chromolithography, die-cut golden and silver Dresden scraps,  silver paper",data\raw\images\734041.jpg
239512,Torah crown (keter),"Andrea Zambelli ""L'Honnesta""",European Sculpture and Decorative Arts,ca. 1740–50,"Silver, parcel gilt",data\raw\images\239512.jpg
338355,Statue of Caesar as a Divinity,Vincenzo Camuccini,Drawings and Prints,1795–1844,Lead graphite,data\raw\images\338355.jpg
392611,Paul Before Felix Burlesqued,William Hogarth,Drawings and Prints,May 1751,Etching and engraving with some mezzotint tone; second state of five,data\raw\images\392611.jpg
709474,Cobweb valentine,"Anonymous, American, 19th century",Drawings and Prints,1847,"Wood engraving, letterpress, and watercolor",data\raw\images\709474.jpg
200827,Jar,Chantilly,European Sculpture and Decorative Arts,ca. 1735–40,Tin-glazed soft-paste porcelain decorated in polychrome enamels,data\raw\images\200827.jpg
61652,Plaque with Buddhist Triad,,Asian Art,7th century,Earthenware with traces of pigment and gilding,data\raw\images\61652.jpg
816189,"”Abiding nowhere, the awakened mind arises”",Musō Soseki,Asian Art,early to mid-14th century,Hanging scroll; ink on paper,data\raw\images\816189.jpg
839041,Study of Water and Plants,Thomas Fearnley,European Paintings,1837,"Oil on paper, laid down on wood",data\raw\images\839041.jpg
435864,A Woman with a Dog,Giacomo Ceruti,European Paintings,1740s,Oil on canvas,data\raw\images\435864.jpg
203202,Food warmer with insert,Vienna,European Sculpture and Decorative Arts,ca. 1730–35,"Hard-paste porcelain decoated in polychrome enamels, gold",data\raw\images\203202.jpg
448240,Engraved Lamp Stand with Chevron Pattern,,Islamic Art,dated 986 AH/1578–79 CE,"Brass; cast, engraved, and inlaid with black and red pigment",data\raw\images\448240.jpg
435848,The Birth of the Virgin,Fra Carnevale (Bartolomeo di Giovanni Corradini),European Paintings,1467,Tempera and oil on wood,data\raw\images\435848.jpg
203842,Standing shelf (one of a pair),William Linnell,European Sculpture and Decorative Arts,ca. 1753–54,"Lacquered and painted pine, mahogany and British walnut",data\raw\images\203842.jpg
435997,The Storm,Pierre-Auguste Cot,European Paintings,1880,Oil on canvas,data\raw\images\435997.jpg
38452,The Death of the Buddha (Parinirvana),,Asian Art,ca. 3rd century,Schist,data\raw\images\38452.jpg
749361,Tableau of the Principal Peoples of America (Tableau des principaux peuples de l'Amérique),Jacques Grasset de Saint-Sauveur,The American Wing,1798,Etching and aquatint with hand coloring,data\raw\images\749361.jpg
629067,"Cornelia, Mother of the Gracchi, Pointing to her Children as her Most Precious Ornaments",Gillis Mostaert the Elder,Drawings and Prints,mid-16th–late 16th century,"Pen and brown ink, brush and blue wash",data\raw\images\629067.jpg
68310,Seven-Panel Buddhist Monk’s Vestment (Shichijō kesa) with Peony Patterns in Undulating Columns,,Asian Art,ca. early 18th century,Twill-weave silk with supplementary weft patterning,data\raw\images\68310.jpg
68308,Seven-Panel Buddhist Monk’s Vestment (Shichijō kesa) with Crane Patterns on Hexagonal Diaper Pattern (Mokkō) Background,,Asian Art,early 17th century,Twill-weave silk with supplementary weft patterning (karaori),data\raw\images\68308.jpg
789235,"R.A.'s of Genius Reflecting on the True Line of Beauty, at the Life Academy Somerset House",Thomas Rowlandson,Drawings and Prints,"June 1, 1824",Hand-colored etching and aquatint,data\raw\images\789235.jpg
449031,Panel,,Islamic Art,9th century,Wood; carved,data\raw\images\449031.jpg
49147,Letters to Fang Shiguan,Bada Shanren (Zhu Da),Asian Art,datable to ca. 1688–1705,Album of ten leaves; ink on patterned and plain paper,data\raw\images\49147.jpg
464118,Crozier Head with Double Enthroned Christ,,Medieval Art,ca. 1350–1375,Elephant ivory with traces of modern paint and gilding,data\raw\images\464118.jpg
438779,A Peasant Family,Antoine Le Nain,European Paintings,ca. 1640–48,Oil on copper,data\raw\images\438779.jpg
448223,Lid,,Islamic Art,12th–13th century,Yellowish white earthenware; unglazed,data\raw\images\448223.jpg
437061,Salvator Mundi,Hans Memling,European Paintings,1480–85,Oil on wood,data\raw\images\437061.jpg
714125,"Broadside (recto) true verses about Lino Zamora from Real de Zacatecas (image of banderillero and bull by Manilla), and a funeral scene on verso (possibly by Posada)",Manuel Manilla,Drawings and Prints,1902 (published),Type-metal engraving and letterpress on orange paper,data\raw\images\714125.jpg
435651,The Lamentation,Ambrosius Benson,European Paintings,ca. 1520–25,"Oil on canvas, transferred from wood",data\raw\images\435651.jpg
245598,Terracotta stamnos,Fluid Group,Greek and Roman Art,ca. 375 BCE,Terracotta,data\raw\images\245598.jpg
248179,Terracotta Nolan neck-amphora (jar),Oionokles Painter,Greek and Roman Art,ca. 480–470 BCE,Terracotta,data\raw\images\248179.jpg
255721,Silver phiale (libation bowl),,Greek and Roman Art,late 7th or early 6th century BCE,"Silver, gold",data\raw\images\255721.jpg
255531,Terracotta oinochoe (jug),Andokides Painter,Greek and Roman Art,ca. 530 BCE,Terracotta,data\raw\images\255531.jpg
248302,Three fragments of a terracotta calyx-krater (mixing bowl),,Greek and Roman Art,ca. 360–340 BCE,Terracotta,data\raw\images\248302.jpg
24960,"Colt Third Model Dragoon Percussion Revolver, serial no. 12406",Samuel Colt,Arms and Armor,ca. 1853,"Steel, brass, gold, wood (walnut)",data\raw\images\24960.jpg
187170,Tobacco box,,European Sculpture and Decorative Arts,18th century,Brass,data\raw\images\187170.jpg
53895,Palindromic Poems (Kaibunka): Kyo,Suzuki Harunobu,Asian Art,ca. 1768,Right-hand sheet of a triptych of woodblock prints; ink and color on paper,data\raw\images\53895.jpg
87526,Shoes,,Costume Institute,late 18th century,"(a, b) leather",data\raw\images\87526.jpg
173904,Mourning dress,,Costume Institute,1850–55,silk,data\raw\images\173904.jpg
196365,Commode,Jean François Cuvilliés the Elder,European Sculpture and Decorative Arts,ca. 1735–40,"Pine and linden wood; carved, partially painted, and gilded gesso, partly incised; Tegernsee limestone top",data\raw\images\196365.jpg
559951,Linen mark,,Egyptian Art,ca. 1051 B.C.,Linen,data\raw\images\559951.jpg
194191,Clock watch with astronomical dial and sundial,Jan Jansen Bockeltz,European Sculpture and Decorative Arts,ca. 1605–10,"Case: gilded brass; Dial: gilded brass, silver, and copper; Movement: gilded brass, partly blued steel, and silver",data\raw\images\194191.jpg
502405,Kāmanche (کمچ),,Musical Instruments,late 19th century,"wood, paint, fish skin, metal",data\raw\images\502405.jpg
29260,Pair of Stage Rowel Spurs,,Arms and Armor,First half 17th century,"Iron, gold",data\raw\images\29260.jpg
219725,Chasuble front,,European Sculpture and Decorative Arts,ca. 1625,Stamped wool velvet,data\raw\images\219725.jpg
219724,Chasuble back,,European Sculpture and Decorative Arts,ca. 1625,Stamped wool velvet,data\raw\images\219724.jpg
437457,The Baptism of Christ,Sebastiano Ricci,European Paintings,ca. 1713–14,Oil on canvas,data\raw\images\437457.jpg
39901,Night-Shining White,Han Gan,Asian Art,ca. 750,Handscroll; ink on paper,data\raw\images\39901.jpg
37808,"The Wrathful Protector Mahakala, Tantric Protective Form of Avalokiteshvara",,Asian Art,early 18th century,Distemper on cloth,data\raw\images\37808.jpg
188428,"Jean Silvain Bailly (1736–93), French Astronomer and Revolutionary Politician",Louis-Guillaume Ysabeau,European Sculpture and Decorative Arts,1818,"Bronze, cast",data\raw\images\188428.jpg
705236,Jean Auguste Dominique Ingres (1780–1867),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1826,Bronze,data\raw\images\705236.jpg
209366,Horace Vernet (1789–1863),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,Bronze,data\raw\images\209366.jpg
210059,Jean-Baptiste Isabey,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,"signed and dated 1845, cast between 1845 and 1857",Bronze,data\raw\images\210059.jpg
211351,Antoine-Jean Gros,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1832,Bronze,data\raw\images\211351.jpg
211350,Lazare Carnot,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,Bronze,data\raw\images\211350.jpg
230975,"Marie-Jean-Antoine-Nicolas de Caritat, marquis de Condorcet",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1831,Bronze,data\raw\images\230975.jpg
230978,Delphine Gay,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,Bronze,data\raw\images\230978.jpg
231229,"André Chénier, Poet (1762–1794)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,cast between 1844 and 1856,Bronze,data\raw\images\231229.jpg
210286,"Dominique Dufour, Baron de Pradt (1759–1837), French ecclesiastic and politician, commonly known as the ""Abbé de Pradt,"" though at one time nominated by Bonaparte, for political services, Archbishop of Malines",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,"Bronze, cast",data\raw\images\210286.jpg
210290,"Prosper Merimée (1803–1870), French man-of-letters, historian and novelist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, brown patina, hollow cast",data\raw\images\210290.jpg
210598,Jeremy Bentham,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,"modeled ca. 1830, cast before 1844",Bronze,data\raw\images\210598.jpg
210293,"Céleste Motte (afterwards wife if the designer and painter, Achille Devéria)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\210293.jpg
210292,"Jean-Baptiste Jourdan  (1762–1833), Marshal of France",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\210292.jpg
210291,"Youthful portrait of Victor Hugo (1802–1885), French poet and novelist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, brown patina, hollow cast",data\raw\images\210291.jpg
208065,Portrait of Pierre Cartellier (1757–1831),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,mid-19th century,Bronze,data\raw\images\208065.jpg
208063,Charles-Antoine Callamard (1769–1821),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,mid-19th century,Bronze,data\raw\images\208063.jpg
208064,Portrait of Claude Dejoux (1732–1816),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,mid-19th century,Bronze,data\raw\images\208064.jpg
231230,"Baptiste-Henri Grégoire, called L'Abbé Grégoire (1750–1831)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,cast between 1844 and 1856,Bronze,data\raw\images\231230.jpg
194627,"Claude-Joseph Ferry (1756–1845), French savant and statesman",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1839,Proof in bronze - single,data\raw\images\194627.jpg
188417,"Dame Louise Swanton-Belloc (1796–1881), French littératrice (translated Lord Byron into French)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,"Bronze, cast",data\raw\images\188417.jpg
188418,"Georges Couthon (1756–1794), Member of the Revolutionary Convention of 1792; one of the Triumvirate with Robespierre and Saint-Just, with whom he was guillotined",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, cast - single",data\raw\images\188418.jpg
188431,"Carl Gustave Carus (1789–1869), Saxon physician, man-of-letters, and painter",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1834,"Bronze, cast - single",data\raw\images\188431.jpg
188419,"Mary Somerville (née Fairfax), Scottish mathematician and astronomer (1780–1872)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, brown patina",data\raw\images\188419.jpg
188408,"Henri Auguste Barbier (1805–1882), French poet, Member of the Academy",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1833,"Bronze, cast - single",data\raw\images\188408.jpg
188420,"Maurice Etienne Comte de Gerard, (1773–1852), Marshal of France",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,"Bronze, cast - single",data\raw\images\188420.jpg
188411,"Mme. Roland (Manon Jeanne Philipon) (1754–1793), French literary woman and politician",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, galvano - single",data\raw\images\188411.jpg
188409,"John Frederick Blumenbach (1752–1841), German physician and physiologist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1834,"Bronze, cast - single",data\raw\images\188409.jpg
188429,"Joseph Louis Gay-Lussac, French physician and scientist (1778–1850)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830s,"Bronze, cast - single",data\raw\images\188429.jpg
188430,"Edgar Quinet (1803–1875), French poet and political writer",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1838,"Bronze, cast - single",data\raw\images\188430.jpg
188423,"Antoine Louis Claude Destutt de Tracy (1754–1836), French philosopher, Member of the Institute",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,"Bronze, cast - single",data\raw\images\188423.jpg
188424,"Alphonse Milbert, Advocate",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1838 (?),"Bronze, cast - single",data\raw\images\188424.jpg
188413,"Henri Benjamin Constant de Rebecque (1767–1830), Swiss-French political writer and politician",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,"Bronze, cast - single",data\raw\images\188413.jpg
188426,"Etienne Jean Panis, (1757–1832) French politician, member of the Convention",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,"Bronze, cast - single",data\raw\images\188426.jpg
188421,"Pierre Paul Royer-Collard (1763–1845), French editor, philosopher, statesman, and Member of the Academy",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,"Bronze, cast - single",data\raw\images\188421.jpg
188427,François Marie Granet (1777–1849),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1827,"Bronze, cast - single",data\raw\images\188427.jpg
188416,"Claude Antoine Gabriel de Choiseul, duc et Pair de France (1760–1838)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\188416.jpg
188412,"Louis Boulanger (1806–1867), French historical painter",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\188412.jpg
188422,"Antoinette Cécile Hortense Lescot, Mme. Haudebourt-Lescot, painter",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1829,"Bronze, cast",data\raw\images\188422.jpg
188425,"Dominique Francois Arago (1789–1856), French scientist and astronomer",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1832,"Bronze, cast - single",data\raw\images\188425.jpg
188414,"Etienne Denis Duc de Pasquier (1767–1862), French statesman and President of the House of Peers, 1844",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1832,"Bronze, cast - single",data\raw\images\188414.jpg
188410,"Theodore Le Breton (1803–1883), French workman-poet",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1836,"Bronze, cast - single",data\raw\images\188410.jpg
188415,"Charles Nicolas Baron Fabvier (1783–1855), French soldier and volunteer in War of Greek Independence",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\188415.jpg
188450,"Andrée Marie Constant Dumeril (1774–1860), French physician and zoologist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\188450.jpg
188444,"George Canning (1770–1827), British conservative statesman",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1827,"Bronze, cast - single",data\raw\images\188444.jpg
188465,"L'Abbé (Felicité Robert) de Lamennais (1782–1854), French ecclesiastic and theorist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1831,"Bronze, cast - single",data\raw\images\188465.jpg
188456,"Guillaume Xavier Labbey de Pompiéres (1751–1831), French orator and polititian",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1829,"Bronze, cast - single",data\raw\images\188456.jpg
188438,"Hippolyte Fortoul (1811–1856), French man-of-letters and politician",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1839,"Bronze, cast - single",data\raw\images\188438.jpg
188432,"Xavier Marmier (1809–1892), French soldier, traveler, Member of the Academy",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1835,"Bronze, cast - single",data\raw\images\188432.jpg
188462,"Théodore Pavie (1811–1896), Orientalist, friend of the artist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1832,"Bronze, cast - single",data\raw\images\188462.jpg
188446,"Marc Isambart Brunel (1769–1849), engineer, builder of the Thames Tunnel",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\188446.jpg
188463,"Johann Jacob Berzélius (1779–1848), Swedish scientific chemist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1833,"Bronze, cast - single",data\raw\images\188463.jpg
188440,"Sydney Lady Morgan (née Owenson), Irish novelist (1777–1859)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1829,"Bronze, cast - single",data\raw\images\188440.jpg
188469,"Evariste Boulay-Paty (1804–1864), French poet",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1847,"Bronze, cast - single",data\raw\images\188469.jpg
188445,"Laurent Gouvion Saint-Cyr (1764–1830), Marshal of France, Minister of War 1815–1821",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1832 (?),"Bronze, cast - single",data\raw\images\188445.jpg
188464,"Auguste Simon Louis Berard (1783–1859), French politician, who drew up the ""charter"" of 1830",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1834,"Bronze, cast - single",data\raw\images\188464.jpg
188437,"Charles, Baron de Meneval (1778–1856), Secretary and librarian to Napoleon I",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1840,"Bronze, cast - single",data\raw\images\188437.jpg
188447,"Achille Devéria (1800–1857), French painter and designer, first to apply color to lithography",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, brown patina, hollow cast",data\raw\images\188447.jpg
188472,"Maximilien Marie Isidore Robespierre (1758–1794), French revolutionary and investigator of ""the Terror""",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, brown patina, hollow cast; black molded wood frame",data\raw\images\188472.jpg
188457,"François René Auguste Vicomte de Chateaubriand (1768–1848), French statesman and man-of-letters",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, greenish-brown patina, hollow cast",data\raw\images\188457.jpg
188470,"François Charles Hugues Laurent Pouqueville (1770–1838), French traveler in the Orient and man-of-letters",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1827,"Bronze, cast - single",data\raw\images\188470.jpg
188441,"John Colettis (Kolettis), one of the ""Liberators"" of Greece, and under King Otho, Greek Ambassador in Paris (1784–1846)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1836,"Bronze, cast - single",data\raw\images\188441.jpg
188439,"Thaddeus Kosciuszko, Polish patriot (1746–1817)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, cast - single",data\raw\images\188439.jpg
188454,"George Sand (Armandine Lucile Aurore Dupin, Baroness Dudevant), French novelist (1804–1876)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,"Bronze, yellow-brown patina, hollow cast",data\raw\images\188454.jpg
188460,"Amelia Opie (née Alderson), English novelist and moral writer (1769–1853)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, cast - single",data\raw\images\188460.jpg
188461,"Nicolas Toussaint Charlet (1792–1845), French painter of battle-pieces",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\188461.jpg
188434,"Antoine Etienne Renaud Augustin Serres (1786–1866), French physician and anthropologist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1838,"Bronze, cast",data\raw\images\188434.jpg
188471,"Armand Carrel (1800–1836), French publicist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1832,"Bronze, cast - single",data\raw\images\188471.jpg
188443,"Louis Prudhomme (1752–1830), French journalist and pamphleteer",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, cast - single",data\raw\images\188443.jpg
188435,"James Fenimore Cooper (1789–1851), American novelist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, brown patina, hollow cast",data\raw\images\188435.jpg
232192,Charles Philipon,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1834,Bronze,data\raw\images\232192.jpg
232193,Claude-Joseph Rouget de Lisle,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1833,Bronze,data\raw\images\232193.jpg
231795,"Henri Bernardin de Saint-Pierre (1737–1814), writer",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1844–56,Bronze,data\raw\images\231795.jpg
231796,"Eugène F.-M.-J. Devéria (1805–1865), painter",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828–38,Bronze,data\raw\images\231796.jpg
236330,"Emmanuel-Augustin-Dieudonné-Marin-Joseph, comte de Las Cases",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1830,Bronze,data\raw\images\236330.jpg
236329,François-Noël Babeuf,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1844–56,Bronze,data\raw\images\236329.jpg
666197,Friedrich Ludwig Zacharias Werner (1768–1823),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,Bronze,data\raw\images\666197.jpg
210294,"Georges Louis DuVernoy (1777–1855), French naturalist",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1835,"Bronze, cast - single",data\raw\images\210294.jpg
188453,"Victor Cousin (1792–1867), French philosopher",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1829,"Bronze, cast - single",data\raw\images\188453.jpg
188452,"Count (Antoine Jacques Claude Joseph) Boulay de la Meurthe , Polititian, Minister of State",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1832,"Bronze, cast - single",data\raw\images\188452.jpg
190661,"Josephine Bonaparte (née Tascher de la Pagerie), first wife of Napoleon I",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, cast",data\raw\images\190661.jpg
188448,"Adèle Hugo (née Foucher, wife of Victor Hugo) (d. 1868)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,"Bronze, brown patina, hollow cast",data\raw\images\188448.jpg
238869,Marat,Pierre Jean David d'Angers,European Sculpture and Decorative Arts,mid-19th century after a model of 1830,Bronze,data\raw\images\238869.jpg
188451,"Jean Auguste Dominique Ingres (1780–1867), French painter",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,19th century,"Bronze, brown patina, hollow cast",data\raw\images\188451.jpg
190660,"Napoleon Bonaparte, depicted about the time of his first campaign (1796)",Pierre Jean David d'Angers,European Sculpture and Decorative Arts,after model 1838,"Bronze, cast",data\raw\images\190660.jpg
705237,Ferdinand Victor Eugène Delacroix (1798–1863),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1828,Bronze,data\raw\images\705237.jpg
705233,Dominique François Arago (1786–1856),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1832,Bronze,data\raw\images\705233.jpg
156463,Doll,,Costume Institute,late 18th century,"silk, linen, metal, pearls, cotton, wood",data\raw\images\156463.jpg
360248,The Battle of the Sea Gods (left portion of  frieze),Andrea Mantegna,Drawings and Prints,before 1481,Engraving,data\raw\images\360248.jpg
208084,Dish,Joseph-Théodore Deck,European Sculpture and Decorative Arts,1866,Earthenware,data\raw\images\208084.jpg
363041,"Design for a Crucifix with the Virgin Mary, Saint Mary Magdalen, and Saint John",Polidoro da Caravaggio,Drawings and Prints,n.d.,"Pen and brown ink, brush and brown wash, over traces of black chalk",data\raw\images\363041.jpg
239522,Mélanie Waldor (1796–1871),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1835,Cast bronze with golden brown patina,data\raw\images\239522.jpg
660851,Pierre-Jean de Béranger (1780–1857),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,"modeled 1830, cast ca. 1830–56",Bronze,data\raw\images\660851.jpg
629657,Robespierre (1758–1794),Pierre Jean David d'Angers,European Sculpture and Decorative Arts,1835,Bronze,data\raw\images\629657.jpg
711327,Design for a Valance with a Grotesque Motif and Thin Garlands of Flowers and Leaves with a Scrolling Frame,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711327.jpg
816200,White Heron,Tawaraya Sōtatsu,Asian Art,early 17th century,Hanging scroll; ink on paper,data\raw\images\816200.jpg
355377,Storia di due amanti (Tale of Two Lovers),Enea Silvio Piccolomini,Drawings and Prints,ca. 1495–1500,Printed book with woodcut illustrations,data\raw\images\355377.jpg
720984,Model for a medal of Francesco Redi; a Ship at Sea,Massimiliano Soldani,Robert Lehman Collection,1677,Wax on slate.,data\raw\images\720984.jpg
384233,"Illustration for Jérôme Paturot à la recherche d'une position sociale (Jérôme Patruot in Search of a Social Position), by Louis Reybaud, Paris, 1846",J. J. Grandville,Drawings and Prints,ca. 1846,"Pen and brown ink, brush and wash, and white heightening.",data\raw\images\384233.jpg
370754,Wooded Landscape with Stag Hunt,Tobias Verhaecht,Drawings and Prints,late 16th–early 17th century,"Black chalk, pen and brown ink, brown wash",data\raw\images\370754.jpg
347924,Songs of Innocence: Laughing Song,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347924.jpg
347926,Songs of Innocence: A Cradle Song (second plate),William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347926.jpg
347930,Songs of Innocence: Night (second plate),William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347930.jpg
347927,Songs of Innocence: The Divine Image,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347927.jpg
347928,Songs of Innocence: Holy Thursday,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347928.jpg
347932,Songs of Innocence: Spring (second plate),William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347932.jpg
347936,Songs of Innocence: On Anothers Sorrow,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347936.jpg
347925,Songs of Innocence: A Cradle Song,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347925.jpg
347934,Songs of Innocence: Infant Joy,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347934.jpg
347931,Songs of Innocence: Spring,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347931.jpg
347933,Songs of Innocence: Nurse's Song,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347933.jpg
347929,Songs of Innocence: Night,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347929.jpg
347935,Songs of Innocence: A Dream,William Blake,Drawings and Prints,[1794] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347935.jpg
