objectID,title,artist,department,objectDate,medium,image_path
712104,Design for a Chair Back Cover with an Oval-Shaped Ornamental Frame with a Kneeling Woman and a Playful Putto Surrounded by Garlands of Leaves and Flowers and Scrolling Acanthus Leaves Inside a Larger Ornamental Frame,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor and gouache,data\raw\images\712104.jpg
203062,Two Opera Singers,Meissen Manufactory,European Sculpture and Decorative Arts,1749–50,Hard-paste porcelain,data\raw\images\203062.jpg
323943,Jug in the form of a recumbent bull,,Ancient West Asian Art,ca. 7th–6th century BCE,"Ceramic, paint",data\raw\images\323943.jpg
268303,Album di disegni fotogenici,William Henry Fox Talbot,Photographs,1839–40,Salted paper prints,data\raw\images\268303.jpg
418427,View Near Fishkill (No. 17 of The Hudson River Portfolio),John Hill,Drawings and Prints,1823–24,Aquatint printed in color with hand-coloring; first state of two or three (Koke),data\raw\images\418427.jpg
205737,Settee (one of a pair) (part of a set),Johann Michael Bauer,European Sculpture and Decorative Arts,ca. 1763–64,"Carved, painted and gilded linden wood; squab pillow in silk velvet (not original)",data\raw\images\205737.jpg
775441,Valentine: Puzzle Purse,"Anonymous, British or American, 19th century",Drawings and Prints,1826,"Watercolor, gold paint",data\raw\images\775441.jpg
44285,Insects and Grasses,Yamamoto Baiitsu,Asian Art,dated 1847,Handscroll; ink and color on silk,data\raw\images\44285.jpg
347888,Songs of Innocence: Frontispiece,William Blake,Drawings and Prints,[1789] printed ca. 1825,Relief etching printed in orange-brown ink and hand-colored with watercolor and shell gold,data\raw\images\347888.jpg
439327,Christ Blessing,Gerard David,European Paintings,ca. 1500–1505,Oil on wood,data\raw\images\439327.jpg
436180,The Natchez,Eugène Delacroix,European Paintings,1823–24 and 1835,Oil on canvas,data\raw\images\436180.jpg
546708,Round-topped Stela of Wenenkhu,,Egyptian Art,ca. 1275–1237 B.C.,Limestone,data\raw\images\546708.jpg
437216,The Fifteen Mysteries and the Virgin of the Rosary,Netherlandish (Brussels) Painter,European Paintings,ca. 1515–20,Oil on wood,data\raw\images\437216.jpg
13877,"Quilt, Album pattern",Brown and Turner families,The American Wing,begun 1846,Cotton,data\raw\images\13877.jpg
839044,Gudvangen,Thomas Fearnley,European Paintings,1839,"Oil on paper, laid down on wood",data\raw\images\839044.jpg
711347,Design for a Sofa Seat Cover (?) with an Ornamental Frame Containing a Vase with a Large Bundle of Flowers and Leaves and Decorated with Acanthus Leaves and Two Fleurs de Lys,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711347.jpg
711296,Design for Wallpaper or Panel (?) with an Orientalist Motif with Three Phoenix-Like Exotic Birds with Colorful Feathers and a Flowering Tree within an Ornamental Frame with Tassels Resembling a Tapestry,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711296.jpg
711351,"Design for a Sofa Back Cover (?) with an Ornamental Frame Containing a Large Horizontal Garland of Flowers and Leaves with Musical Instruments and a Vase, Decorated with Acanthus Leaves and Two Fleurs de Lys","Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711351.jpg
712106,Design for a Chair Seat Cover with an Ornamental Frame with Two Restling Putti with Hanging Garlands of Leaves and Flowers Inside a Larger Ornamental Frame Featuring a Heart-Shape Motif,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor and Gouache,data\raw\images\712106.jpg
711358,Design for a Chair Back Cover with an Ornamental Frame Formed by a Garland of Leaves and Flowers with an Interlacing Ribbon that Forms a Bow from which a Crown Motif with Monogram Hangs,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711358.jpg
711343,Design for a Valance with Thin Garlands and Bundles of Flowers and a Lyre Inside an Ornamental Frame with Scrolling Motifs Presenting Two Different Variations for the Design,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711343.jpg
711316,Design for Wallpaper with Alternating Vertical Rows of Pairs of Ornamental Frames of Two Sizes Framed by Interlacing Garlands of Laurel Leaves Tied by a Bow,"Anonymous, French, 19th century",Drawings and Prints,1870–1900 (?),Watercolor,data\raw\images\711316.jpg
322896,"Head of a beardless royal attendant, possibly a eunuch",,Ancient West Asian Art,ca. 721–705 BCE,Gypsum alabaster,data\raw\images\322896.jpg
736196,Valentine,Anonymous,Drawings and Prints,1879,"Cameo-embossed  lace paper, chromolithography, graphite",data\raw\images\736196.jpg
50168,Winter landscape with fisherman,Shi Zhong,Asian Art,late 15th–early 16th century,Hanging scroll; ink on paper,data\raw\images\50168.jpg
853090,A Desert [sic]–Imitation of Modern Fashion,William Heath ('Paul Pry'),Drawings and Prints,ca. 1828,Hand-colored etching,data\raw\images\853090.jpg
61532,Stele with Maitreya and attendant bodhisattvas,,Asian Art,dated 534 (3rd year of Yongxi reign),Stone,data\raw\images\61532.jpg
436271,The Crucifixion with Donors and Saints Peter and Margaret of Antioch,Cornelis Engebrechtsz,European Paintings,ca. 1525–30,Oil on wood,data\raw\images\436271.jpg
437202,Christ Bearing the Cross,North Netherlandish (Bruges) Painter,European Paintings,,Oil on wood,data\raw\images\437202.jpg
49178,Drunk in Autumn Woods,Shitao (Zhu Ruoji),Asian Art,ca. 1702,Hanging scroll; ink and color on paper,data\raw\images\49178.jpg
322895,Foreign groom in a tributary procession,,Ancient West Asian Art,ca. 721–705 BCE,Gypsum alabaster,data\raw\images\322895.jpg
13607,Embroidered coverlet,Mary Breed,The American Wing,1770,Linen and cotton with wool embroidered,data\raw\images\13607.jpg
452740,Seal Stone,,Islamic Art,10th–11th century,Hematite; incised with gold fittings,data\raw\images\452740.jpg
194176,Watch,Daniel Vauchez,European Sculpture and Decorative Arts,ca. 1783–90,"Case: partly enameled gold set with pearls, gold bezel with diamonds set in silver; Dial: white enamel with openwork brass hands; Movement: brass and steel",data\raw\images\194176.jpg
435817,The Crucifixion with the Virgin and Saint John,Hendrick ter Brugghen,European Paintings,ca. 1624–25,Oil on canvas,data\raw\images\435817.jpg
435807,The Smokers,Adriaen Brouwer,European Paintings,ca. 1636,Oil on wood,data\raw\images\435807.jpg
436301,The Parable of the Mote and the Beam,Domenico Fetti,European Paintings,ca. 1619,Oil on wood,data\raw\images\436301.jpg
437822,Portrait of a Man,Jacopo Tintoretto (Jacopo Robusti),European Paintings,1550s,Oil on canvas,data\raw\images\437822.jpg
440888,Window,Anton Dieffenbach,European Paintings,1856,"Oil on paper, laid down on canvas",data\raw\images\440888.jpg
437299,"Jalais Hill, Pontoise",Camille Pissarro,European Paintings,1867,Oil on canvas,data\raw\images\437299.jpg
436803,The Adoration of the Magi,Joos van Wassenhove,European Paintings,1472–74,Distemper on canvas,data\raw\images\436803.jpg
436572,Christ Healing the Blind,El Greco (Domenikos Theotokopoulos),European Paintings,ca. 1570,Oil on canvas,data\raw\images\436572.jpg
712197,"Design for a Rug with Ornamental Frames and Garlands and Festoons of Leaves, Flowers, and Ribbons Over a Background of Arabesques",Braquenié et cie.,Drawings and Prints,1858–1900 (?),Gouache,data\raw\images\712197.jpg
238683,Panel for a skirt or petticoat,,European Sculpture and Decorative Arts,1690–1710,Silk embroidered on linen,data\raw\images\238683.jpg
347217,"Varii Capricci, e Paesi inventati, e disegnati dal celebre Gio. Benedetto Castiglione ... tratti dal raccolta Zanettiana",Gaetano Gherardo Zompini,Drawings and Prints,"1758–59, published 1786","Etchings, many third state",data\raw\images\347217.jpg
204861,Panther,,European Sculpture and Decorative Arts,late 18th century,Reddish bronze with remains of black lacquer,data\raw\images\204861.jpg
24325,Gauntlet Sword (<i>Pata</i>),,Arms and Armor,"hilt, dated  A.H. 1126 /1714–15 CE; blade, probably 16th century","Steel, gold, textile",data\raw\images\24325.jpg
788275,Smallsword with Scabbard and Case,Michael Barnett,Arms and Armor,hallmarked for 1798–99,"Steel, gold, silver, wood, vellum, leather, copper alloy, silk, felt",data\raw\images\788275.jpg
845128,Chinese poem on seeking a reclusive life in the mountains,Yelan Xinggui,Asian Art,mid-17th century,Hanging scroll; ink on paper,data\raw\images\845128.jpg
199135,Vase,Meissen Manufactory,European Sculpture and Decorative Arts,ca. 1713–20,Hard-paste porcelain,data\raw\images\199135.jpg
437302,Barges at Pontoise,Camille Pissarro,European Paintings,1876,Oil on canvas,data\raw\images\437302.jpg
283219,"The Grizzly Giant, Mariposa Grove, Yosemite",Carleton E. Watkins,Photographs,1861,Albumen silver print from glass negative,data\raw\images\283219.jpg
449671,Inscribed Seal,,Islamic Art,10th–11th century,Jet; incised,data\raw\images\449671.jpg
437547,Grainfields,Jacob van Ruisdael,European Paintings,mid- or late 1660s,Oil on canvas,data\raw\images\437547.jpg
37807,"Yamantaka, Destroyer of the God of Death",,Asian Art,early 18th century,Distemper on cloth,data\raw\images\37807.jpg
924978,"""Bahram Gur in the Red Pavilion"", Folio from a Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami of Ganja",Nizami,Islamic Art,ca. 1520,"Ink, opaque watercolor, silver, and gold on paper",data\raw\images\924978.jpg
469869,Double Cup,,The Cloisters,1325–50,"Silver, gilded silver, and enamel",data\raw\images\469869.jpg
49074,"Landscapes, Flowers and Birds",Xiang Shengmo,Asian Art,dated 1639,Album of eight paintings; ink and color on paper,data\raw\images\49074.jpg
464132,Right Leaf of a Diptych,,Medieval Art,14th century,Elephant ivory,data\raw\images\464132.jpg
53454,Two Poems from the Collection of Ancient and Modern Poems (Kokin wakashū),Ike no Taiga,Asian Art,1734,Hanging scroll; ink on paper,data\raw\images\53454.jpg
53401,Taking Shelter from the Rain,Hanabusa Itchō,Asian Art,after 1709,Six-panel folding screen; ink and color on paper,data\raw\images\53401.jpg
464256,Top Panel of a Box,,Medieval Art,ca. 1320–40,Elephant ivory,data\raw\images\464256.jpg
436529,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",Vincent van Gogh,European Paintings,1888–89,Oil on canvas,data\raw\images\436529.jpg
764636,The Last Toilet of Charlotte Corday,Lumb Stocks,Drawings and Prints,1869 or after,Engraving on chine collé,data\raw\images\764636.jpg
365246,Seated Nude Young Man in Nearly Frontal View,Guercino (Giovanni Francesco Barbieri),Drawings and Prints,ca. 1618,"Modified black chalk (dipped in a gum solution), traces of white gouache highlights, on light brown paper",data\raw\images\365246.jpg
888663,Handscroll of Ten Homoerotic (Nanshoku) Scenes,Miyagawa Chōshun 宮川長春,Asian Art,early 18th century,Handscroll; ink and colors on silk,data\raw\images\888663.jpg
198747,Bowl with cover (perfume burner),Giuseppe de' Levi,European Sculpture and Decorative Arts,1599,Bronze,data\raw\images\198747.jpg
437585,Market by the Seashore,Salomon van Ruysdael,European Paintings,1637,Oil on wood,data\raw\images\437585.jpg
448959,Head from a Figure with a Beaded Headdress,,Islamic Art,12th–early 13th century,"Fossiliferous limestone; carved, drilled",data\raw\images\448959.jpg
444073,Band with Vine Scroll,,Islamic Art,4th–6th century,Tapestry weave in purple wool (dyed with indigotin-containing dye and madder) and undyed linen on plain-weave ground of undyed linen; details in flying shuttle with undyed linen,data\raw\images\444073.jpg
446636,Silk Kashan Carpet,,Islamic Art,second half 16th century,"Silk (warp, weft, and pile), metal wrapped thread; asymmetrically knotted pile",data\raw\images\446636.jpg
60470,On Reclusion,Sesson Yūbai 雪村友梅,Asian Art,first half 14th century,Hanging scroll; ink on paper,data\raw\images\60470.jpg
436177,George Sand's Garden at Nohant,Eugène Delacroix,European Paintings,ca. 1842–43,Oil on canvas,data\raw\images\436177.jpg
435645,Madonna and Child,Jacopo Bellini,European Paintings,probably 1440s,"Tempera on wood, gold ground",data\raw\images\435645.jpg
390317,"Design Sketches for a Memorial Library (recto and verso) (possibly the Winn Memorial Library, Woburn, Massachusetts)",Henry Hobson Richardson,Drawings and Prints,ca. 1876,Graphite,data\raw\images\390317.jpg
9652,Wall Text,,The American Wing,1791,Ink and watercolor on paper,data\raw\images\9652.jpg
228466,Sampler,,European Sculpture and Decorative Arts,1779,Silk and wool on wool canvas,data\raw\images\228466.jpg
437771,Saint Remigius Replenishing the Barrel of Wine; (interior) Saint Remigius and the Burning Wheat,Swiss Painter,European Paintings,ca. 1500–1505,"Oil, gold, and white metal on wood",data\raw\images\437771.jpg
437770,Saint Agapitus of Praeneste in the Arena; (interior) The Beheading of Saint Agapitus of Praeneste,Swiss Painter,European Paintings,ca. 1500–1505,"Oil, gold, and white metal on wood",data\raw\images\437770.jpg
40080,Fragrant Snow at Broken Bridge,Wang Mian,Asian Art,14th century,Hanging scroll; ink on silk,data\raw\images\40080.jpg
436658,Hermann von Wedigh III (died 1560),Hans Holbein the Younger,European Paintings,1532,Oil and gold on oak,data\raw\images\436658.jpg
436958,Mademoiselle Isabelle Lemonnier (1857–1926),Edouard Manet,European Paintings,1879–82,Pastel on canvas,data\raw\images\436958.jpg
436531,Peasant Woman Cooking by a Fireplace,Vincent van Gogh,European Paintings,1885,Oil on canvas,data\raw\images\436531.jpg
626692,The Jabach Family,Charles Le Brun,European Paintings,ca. 1660,Oil on canvas,data\raw\images\626692.jpg
248500,Marble stele (grave marker) of a youth and a little girl,,Greek and Roman Art,ca. 530 BCE,Marble,data\raw\images\248500.jpg
248727,Terracotta kantharos (drinking cup with high handles): two female heads,Brygos Painter,Greek and Roman Art,ca. 490–480 BCE,Terracotta,data\raw\images\248727.jpg
25115,"<i>Musterblätter enthaltend die anwendbarsten Jagdstücke u. Arabesken für Büchsenschäfter, Graveure etc.</i> (Zella bei Gotha, n.d. [1849/50]) (Patternbook of Engraved Designs for Firearms Ornament), from the workshop of Louis D. Nimschke (1832–1904)",Gustave Ernst,Arms and Armor,ca. 1849–50,Engraving on paper,data\raw\images\25115.jpg
228990,Adam and Eve with Charles I and Henrietta Maria,,European Sculpture and Decorative Arts,after 1634,Canvas worked with silk and metal thread; tent and couching stitches,data\raw\images\228990.jpg
204692,Seated male figure,,European Sculpture and Decorative Arts,mid-16th century,Bronze,data\raw\images\204692.jpg
336013,Design for a Freestanding Tomb Seen in Elevation and Plan,"Antonio da Sangallo, the Younger",Drawings and Prints,1530–35,"Pen and brown ink, brush and brown wash, over extensive compass-incised and stylus-ruled construction with pin-pricked measurements",data\raw\images\336013.jpg
53238,Zheng Huangniu and Yushanzhu,Kano Naizen,Asian Art,early 17th century,Pair of hanging scrolls; ink on paper,data\raw\images\53238.jpg
53455,Pine Tree and Calligraphy,Ike no Taiga,Asian Art,late 18th–early 19th century,Album leaves mounted as hanging scrolls; ink on paper,data\raw\images\53455.jpg
671043,“Paintings by Taigadō with Colophons”,Ike no Taiga,Asian Art,late 18th–early 19th century,Album,data\raw\images\671043.jpg
670541,Fishing Boat on Reed Covered Bank and Calligraphy,Ike no Taiga,Asian Art,18th–19th century,Album leaves mounted as hanging scrolls; ink on paper,data\raw\images\670541.jpg
670540,Mountain and Calligraphy,Ike no Taiga,Asian Art,18th–19th century,Album leaves mounted as hanging scrolls; ink on paper,data\raw\images\670540.jpg
670542,Evening Glow in a Mountain Village and Calligraphy,Ike no Taiga,Asian Art,late 18th–early 19th century,Album leaves mounted as hanging scrolls; ink on paper,data\raw\images\670542.jpg
53430,Cherry-Blossom and Maple-Leaf Viewing,,Asian Art,ca. 1630s,"Pair of six-panel folding screens; ink, color, and gold on gilded paper",data\raw\images\53430.jpg
435702,The Horse Fair,Rosa Bonheur,European Paintings,1852–55,Oil on canvas,data\raw\images\435702.jpg
383010,"Inverary Pier, Loch Fyne, Morning (Liber Studiorum, part VII, plate 35)",Joseph Mallord William Turner,Drawings and Prints,"June 1, 1811","Etching, aquatint and mezzotint; fourth state of six (Finberg)",data\raw\images\383010.jpg
382938,"Inverary Pier, Loch Fyne, Morning, part VII, plate 35 from ""Liber Studiorum""",Joseph Mallord William Turner,Drawings and Prints,"June 1, 1811","Etching, aquatint and mezzotint; first state of six (Finberg)",data\raw\images\382938.jpg
437878,A Maid Asleep,Johannes Vermeer,European Paintings,ca. 1656–57,Oil on canvas,data\raw\images\437878.jpg
435626,Porte de la Reine at Aigues-Mortes,Jean-Frédéric Bazille,European Paintings,1867,Oil on canvas,data\raw\images\435626.jpg
898497,Henry Simons the Polish Jew,Thomas Worlidge,Drawings and Prints,1753,Etching; first state of two,data\raw\images\898497.jpg
